Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
5,6/30/1924,482,Les Sables-d'Olonne,Bayonne,Plain stage,Omer Huyse,BEL
6,7/2/1924,326,Bayonne,Luchon,Stage with mountain(s),Ottavio Bottecchia,ITA
7,7/4/1924,323,Luchon,Perpignan,Stage with mountain(s),Ottavio Bottecchia,ITA
8,7/6/1924,427,Perpignan,Toulon,Plain stage,Louis Mottiat,BEL
9,7/8/1924,280,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
10,7/10/1924,275,Nice,Briançon,Stage with mountain(s),Giovanni Brunero,ITA
11,7/12/1924,307,Briançon,Gex,Stage with mountain(s),Nicolas Frantz,LUX
12,7/14/1924,360,Gex,Strasbourg,Stage with mountain(s),Nicolas Frantz,LUX
13,7/16/1924,300,Strasbourg,Metz,Plain stage,Arsène Alancourt,FRA
14,7/18/1924,433,Metz,Dunkerque,Plain stage,Romain Bellenger,FRA
15,7/20/1924,343,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1,6/24/1923,381,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2,6/26/1923,371,Le Havre,Cherbourg,Plain stage,Ottavio Bottecchia,ITA
3,6/28/1923,405,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
4,6/30/1923,412,Brest,Les Sables d'Olonne,Plain stage,Albert Dejonghe,BEL
5,7/2/1923,482,Les Sables d'Olonne,Bayonne,Plain stage,Robert Jacquinot,FRA
6,7/4/1923,326,Bayonne,Luchon,Stage with mountain(s),Jean Alavoine,FRA
7,7/6/1923,323,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,7/8/1923,427,Perpignan,Toulon,Plain stage,Lucien Buysse,BEL
9,7/10/1923,281,Toulon,Nice,Stage with mountain(s),Jean Alavoine,FRA
10,7/12/1923,275,Nice,Briançon,Stage with mountain(s),Henri Pélissier,FRA
11,7/14/1923,260,Briançon,Geneva,Stage with mountain(s),Henri Pélissier,FRA
12,7/16/1923,377,Geneva,Strasbourg,Plain stage,Joseph Muller,FRA
13,7/18/1923,300,Strasbourg,Metz,Plain stage,Romain Bellenger,FRA
14,7/20/1923,433,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,7/22/1923,343,Dunkerque,Paris,Plain stage,Félix Goethals,FRA
1,6/25/1922,388,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2,6/27/1922,364,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,6/29/1922,405,Cherbourg,Brest,Plain stage,Robert Jacquinot,FRA
4,7/1/1922,412,Brest,Les Sables d'Olonne,Plain stage,Philippe Thys,BEL
5,7/3/1922,482,Les Sables d'Olonne,Bayonne,Plain stage,Jean Alavoine,FRA
6,7/5/1922,326,Bayonne,Luchon,Stage with mountain(s),Jean Alavoine,FRA
7,7/7/1922,323,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,7/9/1922,411,Perpignan,Toulon,Plain stage,Philippe Thys,BEL
9,7/11/1922,284,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
10,7/13/1922,274,Nice,Briançon,Stage with mountain(s),Philippe Thys,BEL
11,7/15/1922,260,Briançon,Geneva,Stage with mountain(s),Emile Masson},BEL
12,7/17/1922,371,Geneva,Strasbourg,Plain stage,Emile Masson,BEL
13,7/19/1922,300,Strasbourg,Metz,Plain stage,Federico Gay,ITA
14,7/21/1922,433,Metz,Dunkerque,Plain stage,Félix Sellier,BEL
15,7/23/1922,340,Dunkerque,Paris,Plain stage,Philippe Thys,BEL
1,6/26/1921,388,Paris,Le Havre,Plain stage,Louis Mottiat,BEL
2,6/28/1921,364,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,6/30/1921,405,Cherbourg,Brest,Plain stage,Leon Scieur,BEL
4,7/2/1921,412,Brest,Les Sables-d'Olonne,Plain stage,Louis Mottiat,BEL
5,7/4/1921,482,Les Sables-d'Olonne,Bayonne,Plain stage,Louis Mottiat,BEL
6,7/6/1921,326,Bayonne,Luchon,Stage with mountain(s),Hector Heusghem,BEL
7,7/8/1921,323,Luchon,Perpignan,Stage with mountain(s),Louis Mottiat,BEL
8,7/10/1921,411,Perpignan,Toulon,Plain stage,Luigi Lucotti,ITA
9,7/12/1921,272,Toulon,Nice,Stage with mountain(s),Firmin Lambot,BEL
10,7/14/1921,333,Nice,Grenoble,Stage with mountain(s),Leon Scieur,BEL
11,7/16/1921,325,Grenoble,Geneva,Stage with mountain(s),Félix Goethals,FRA
12,7/18/1921,371,Geneva,Strasbourg,Plain stage,Honoré Barthélemy,FRA
13,7/20/1921,300,Strasbourg,Metz,Plain stage,Félix Sellier,BEL
14,7/22/1921,433,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,7/24/1921,340,Dunkerque,Paris,Plain stage,Félix Goethals,FRA
1,6/27/1920,388,Paris,Le Havre,Plain stage,Louis Mottiat,BEL
2,6/29/1920,364,Le Havre,Cherbourg,Plain stage,Philippe Thys,BEL
3,7/1/1920,405,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
4,7/3/1920,412,Brest,Les Sables d'Olonne,Plain stage,Henri Pélissier,FRA
5,7/5/1920,482,Les Sables d'Olonne,Bayonne,Plain stage,Firmin Lambot,BEL
6,7/7/1920,326,Bayonne,Luchon,Stage with mountain,Firmin Lambot,BEL
7,7/9/1920,323,Luchon,Perpignan,Stage with mountain,Jean Rossius,BEL
8,7/11/1920,325,Perpignan,Aix-en-Provence,Plain stage,Louis Heusghem,BEL
9,7/14/1920,356,Aix-en-Provence,Nice,Stage with mountain,Philippe Thys,BEL
10,7/16/1920,333,Nice,Grenoble,Stage with mountain,Hector Heusghem,BEL
11,7/18/1920,362,Grenoble,Gex,Stage with mountain,Léon Scieur,BEL
12,7/20/1920,354,Gex,Strasbourg,Plain stage,Philippe Thys,BEL
13,7/22/1920,300,Strasbourg,Metz,Plain stage,Philippe Thys,BEL
14,7/24/1920,433,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,7/27/1920,340,Dunkerque,Paris,Plain stage,Jean Rossius,BEL
1,6/29/1919,388,Paris,Le Havre,Plain stage,Jean Rossius,BEL
2,7/1/1919,364,Le Havre,Cherbourg,Plain stage,Henri Pélissier,FRA
3,7/3/1919,405,Cherbourg,Brest,Plain stage,Francis Pélissier,FRA
4,7/5/1919,412,Brest,Les Sables-d'Olonne,Plain stage,Jean Alavoine,FRA
5,7/7/1919,482,Les Sables-d'Olonne,Bayonne,Plain stage,Jean Alavoine,FRA
6,7/9/1919,326,Bayonne,Luchon,Stage with mountain,Honore Barthelemy,FRA
7,7/11/1919,323,Luchon,Perpignan,Stage with mountain,Jean Alavoine,FRA
8,7/13/1919,370,Perpignan,Marseille,Plain stage,Jean Alavoine,FRA
9,7/15/1919,338,Marseille,Nice,Stage with mountain,Honoré Barthélemy,FRA
10,7/17/1919,333,Nice,Grenoble,Stage with mountain,Honoré Barthélemy,FRA
11,7/19/1919,325,Grenoble,Geneva,Stage with mountain,Honoré Barthélemy,FRA
12,7/21/1919,371,Geneva,Strasbourg,Stage with mountain,Luigi Lucotti,ITA
13,7/23/1919,315,Strasbourg,Metz,Plain stage,Luigi Lucotti,ITA
14,7/25/1919,468,Metz,Dunkerque,Plain stage,Firmin Lambot,BEL
15,7/27/1919,340,Dunkerque,Paris,Plain stage,Jean Alavoine,FRA
1,6/28/1914,388,Paris,Le Havre,Plain stage,Philippe Thys,BEL
2,6/30/1914,364,Le Havre,Cherbourg,Plain stage,Jean Rossius,BEL
3,7/2/1914,405,Cherbourg,Brest,Plain stage,Emile Engel,FRA
4,7/4/1914,470,Brest,La Rochelle,Plain stage,Oscar Egg,SUI
5,7/6/1914,376,La Rochelle,Bayonne,Plain stage,Oscar Egg,SUI
6,7/8/1914,326,Bayonne,Luchon,Stage with mountain(s),Firmin Lambot,BEL
7,7/10/1914,323,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,7/12/1914,370,Perpignan,Marseille,Plain stage,Octave Lapize,FRA
9,7/14/1914,338,Marseille,Nice,Stage with mountain(s),Jean Rossius,BEL
10,7/16/1914,323,Nice,Grenoble,Stage with mountain(s),Henri Pélissier,FRA
11,7/18/1914,325,Grenoble,Geneva,Stage with mountain(s),Gustave Garrigou,FRA
12,7/20/1914,325,Geneva,Belfort,Stage with mountain(s),Henri Pélissier,FRA
13,7/22/1914,325,Belfort,Longwy,Stage with mountain(s),François Faber,LUX
14,7/24/1914,390,Longwy,Dunkerque,Plain stage,François Faber,LUX
15,7/26/1914,340,Dunkerque,Paris,Plain stage,Henri Pélissier,FRA
1,6/29/1913,388,Paris,Le Havre,Plain stage,Giovanni Micheletto,ITA
2,7/1/1913,364,Le Havre,Cherbourg,Plain stage,Jules Masselis,BEL
3,7/3/1913,405,Cherbourg,Brest,Plain stage,Henri Pelissier,FRA
4,7/5/1913,470,Brest,La Rochelle,Plain stage,Marcel Buysse,BEL
5,7/7/1913,379,La Rochelle,Bayonne,Plain stage,Henri Van Lerberghe,BEL
6,7/9/1913,326,Bayonne,Luchon,Stage with mountain(s),Philippe Thys,BEL
7,7/11/1913,324,Luchon,Perpignan,Stage with mountain(s),Marcel Buysse,BEL
8,7/13/1913,325,Perpignan,Aix-en-Provence,Plain stage,Gustave Garrigou,FRA
9,7/15/1913,356,Aix-en-Provence,Nice,Stage with mountain(s),Firmin Lambot,BEL
10,7/17/1913,333,Nice,Grenoble,Stage with mountain(s),Francois Faber,LUX
11,7/19/1913,325,Grenoble,Geneva,Stage with mountain(s),Marcel Buysse,BEL
12,7/21/1913,335,Geneva,Belfort,Stage with mountain(s),Marcel Buysse,BEL
13,7/23/1913,325,Belfort,Longwy,Stage with mountain(s),François Faber,LUX
14,7/25/1913,393,Longwy,Dunkerque,Plain stage,Marcel Buysse,BEL
15,7/27/1913,340,Dunkerque,Paris,Plain stage,Marcel Buysse,BEL
1,6/30/1912,351,Paris,Dunkerque,Plain stage,Charles Crupelandt,FRA
2,7/2/1912,388,Dunkerque,Longwy,Plain stage,Odile Defraye,BEL
3,7/4/1912,331,Longwy,Belfort,Stage with mountain(s),Eugène Christophe,FRA
4,7/6/1912,344,Belfort,Chamonix,Stage with mountain(s),Eugène Christophe,FRA
5,7/8/1912,366,Chamonix,Grenoble,Stage with mountain(s),Eugène Christophe,FRA
6,7/10/1912,323,Grenoble,Nice,Stage with mountain(s),Octave Lapize,FRA
7,7/12/1912,334,Nice,Marseille,Stage with mountain(s),Odile Defraye,BEL
8,7/14/1912,335,Marseille,Perpignan,Plain stage,Vicenzo Borgarello,ITA
9,7/16/1912,289,Perpignan,Luchon,Stage with mountain(s),Odile Defraye,BEL
10,7/18/1912,326,Luchon,Bayonne,Stage with mountain(s),Louis Mottiat,BEL
11,7/20/1912,379,Bayonne,La Rochelle,Plain stage,Jean Alavoine,FRA
12,7/21/1912,470,La Rochelle,Brest,Plain stage,Louis Heusghem,BEL
13,7/24/1912,405,Brest,Cherbourg,Plain stage,Jean Alavoine,FRA
14,7/26/1912,361,Cherbourg,Le Havre,Plain stage,Vicenzo Borgarello,ITA
15,7/28/1912,317,Le Havre,Paris,Plain stage,Jean Alavoine,FRA
1,7/2/1911,351,Paris,Dunkerque,Plain stage,Gustave Garrigou,FRA
2,7/4/1911,388,Dunkerque,Longwy,Plain stage,Jules Masselis,BEL
3,7/6/1911,331,Longwy,Belfort,Stage with mountain(s),François Faber,LUX
4,7/8/1911,344,Belfort,Chamonix,Stage with mountain(s),Charles Crupelandt,FRA
5,7/10/1911,366,Chamonix,Grenoble,Stage with mountain(s),Émile Georget,FRA
6,7/12/1911,348,Grenoble,Nice,Stage with mountain(s),François Faber,LUX
7,7/14/1911,334,Nice,Marseille,Stage with mountain(s),Charles Crupelandt,FRA
8,7/16/1911,335,Marseille,Perpignan,Plain stage,Paul Duboc,FRA
9,7/18/1911,289,Perpignan,Luchon,Stage with mountain(s),Paul Duboc,FRA
10,7/20/1911,326,Luchon,Bayonne,Stage with mountain(s),Maurice Brocco,FRA
11,7/22/1911,379,Bayonne,La Rochelle,Plain stage,Paul Duboc,FRA
12,7/23/1911,470,La Rochelle,Brest,Plain stage,Marcel Godivier,FRA
13,7/26/1911,405,Brest,Cherbourg,Plain stage,Gustave Garrigou,FRA
14,7/28/1911,361,Cherbourg,Le Havre,Plain stage,Paul Duboc,FRA
15,7/30/1911,317,Le Havre,Paris,Plain stage,Marcel Godivier,FRA
1,7/3/1910,269,Paris,Roubaix,Plain stage,Charles Crupelandt,FRA
2,7/5/1910,398,Roubaix,Metz,Plain stage,François Faber,LUX
3,7/7/1910,259,Metz,Belfort,Stage with mountain(s),Emile Georget,FRA
4,7/9/1910,309,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,7/11/1910,311,Lyon,Grenoble,Stage with mountain(s),Octave Lapize,FRA
6,7/13/1910,345,Grenoble,Nice,Stage with mountain(s),Julien Maitron,FRA
7,7/15/1910,345,Nice,Nîmes,Plain stage,François Faber,LUX
8,7/17/1910,216,Nîmes,Perpignan,Plain stage,Georges Paulmier,FRA
9,7/19/1910,289,Perpignan,Luchon,Stage with mountain(s),Octave Lapize,FRA
10,7/21/1910,326,Luchon,Bayonne,Stage with mountain(s),Octave Lapize,FRA
11,7/23/1910,269,Bayonne,Bordeaux,Plain stage,Ernest Paul,FRA
12,7/25/1910,391,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
13,7/27/1910,321,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
14,7/29/1910,424,Brest,Caen,Plain stage,Octave Lapize,FRA
15,7/31/1910,262,Caen,Paris,Plain stage,Ernesto Azzini,ITA
1,7/5/1909,272,Paris,Roubaix,Plain stage,Cyrille van Hauwaert,BEL
2,7/7/1909,398,Roubaix,Metz,Plain stage,François Faber,LUX
3,7/9/1909,259,Metz,Belfort,Stage with mountain(s),François Faber,LUX
4,7/11/1909,309,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,7/13/1909,311,Lyon,Grenoble,Stage with mountain(s),François Faber,LUX
6,7/15/1909,346,Grenoble,Nice,Stage with mountain(s),François Faber,LUX
7,7/17/1909,345,Nice,Nîmes,Plain stage,Ernest Paul,FRA
8,7/19/1909,303,Nîmes,Toulouse,Plain stage,Jean Alavoine,FRA
9,7/21/1909,299,Toulouse,Bayonne,Plain stage,Constant Ménager,FRA
10,7/23/1909,269,Bayonne,Bordeaux,Plain stage,François Faber,LUX
11,7/25/1909,391,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
12,7/27/1909,321,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
13,7/29/1909,424,Brest,Caen,Plain stage,Paul Duboc,FRA
14,8/1/1909,250,Caen,Paris,Plain stage,Jean Alavoine,FRA
1,7/13/1908,272,Paris,Roubaix,Plain stage,Georges Passerieu,FRA
2,7/15/1908,398,Roubaix,Metz,Plain stage,Lucien Petit-Breton,FRA
3,7/17/1908,259,Metz,Belfort,Stage with mountain(s),François Faber,LUX
4,7/19/1908,309,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,7/21/1908,311,Lyon,Grenoble,Stage with mountain(s),Georges Passerieu,FRA
6,7/23/1908,345,Grenoble,Nice,Stage with mountain(s),Jean-Baptiste Dortignacq,FRA
7,7/25/1908,354,Nice,Nîmes,Plain stage,Lucien Petit-Breton,FRA
8,7/27/1908,303,Nîmes,Toulouse,Plain stage,François Faber,LUX
9,7/29/1908,299,Toulouse,Bayonne,Plain stage,Lucien Petit-Breton,FRA
10,7/31/1908,269,Bayonne,Bordeaux,Plain stage,Georges Paulmier,FRA
11,8/2/1908,391,Bordeaux,Nantes,Plain stage,Lucien Petit-Breton,FRA
12,8/4/1908,321,Nantes,Brest,Plain stage,François Faber,LUX
13,8/6/1908,415,Brest,Caen,Plain stage,Georges Passerieu,FRA
14,8/9/1908,251,Caen,Paris,Plain stage,Lucien Petit-Breton,FRA
1,7/8/1907,272,Paris,Roubaix,Plain stage,Louis Trousselier,FRA
2,7/10/1907,398,Roubaix,Metz,Plain stage,Emile Georget, FRA
3,7/12/1907,259,Metz,Belfort,Stage with mountain(s),Emile Georget,FRA
4,7/14/1907,309,Belfort,Lyon,Stage with mountain(s),Marcel Cadolle,FRA
5,7/16/1907,311,Lyon,Grenoble,Stage with mountain(s),Emile Georget,FRA
6,7/18/1907,345,Grenoble,Nice,Stage with mountain(s),Georges Passerieu,FRA
7,7/20/1907,345,Nice,Nîmes,Plain stage,Emile Georget,FRA
8,7/22/1907,303,Nîmes,Toulouse,Plain stage,Emile Georget,FRA
9,7/24/1907,299,Toulouse,Bayonne,Plain stage,Lucien Petit-Breton,FRA
10,7/26/1907,269,Bayonne,Bordeaux,Plain stage,Gustave Garrigou,FRA
11,7/28/1907,391,Bordeaux,Nantes,Plain stage,Lucien Petit-Breton,FRA
12,7/30/1907,321,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
13,8/1/1907,415,Brest,Caen,Plain stage,Emile Georget,FRA
14,8/4/1907,251,Caen,Paris,Plain stage,Georges Passerieu,FRA
1,7/4/1906,275,Paris,Lille,Plain stage,Emile Georget,FRA
2,7/6/1906,400,Douai,Nancy,Plain stage,René Pottier,FRA
3,7/8/1906,416,Nancy,Dijon,Stage with mountain(s),René Pottier,FRA
4,7/10/1906,311,Dijon,Grenoble,Plain stage,René Pottier,FRA
5,7/12/1906,345,Grenoble,Nice,Stage with mountain(s),René Pottier,FRA
6,7/14/1906,292,Nice,Marseille,Plain stage,Georges Passerieu,FRA
7,7/16/1906,480,Marseille,Toulouse,Plain stage,Louis Trousselier,FRA
8,7/18/1906,300,Toulouse,Bayonne,Plain stage,Jean-Baptiste Dortignacq,FRA
9,7/20/1906,338,Bayonne,Bordeaux,Plain stage,Louis Trousselier,FRA
10,7/22/1906,391,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
11,7/24/1906,321,Nantes,Brest,Plain stage,Louis Trousselier,FRA
12,7/26/1906,415,Brest,Caen,Plain stage,Georges Passerieu,FRA
13,7/29/1906,259,Caen,Paris,Plain stage,René Pottier,FRA
1,7/9/1905,340,Paris,Nancy,Plain stage,Louis Trousselier,FRA
2,7/11/1905,299,Nancy,Besançon,Stage with mountain(s),Hippolyte Aucouturier,FRA
3,7/14/1905,327,Besançon,Grenoble,Plain stage,Louis Trousselier,FRA
4,7/16/1905,348,Grenoble,Toulon,Stage with mountain(s),Hippolyte Aucouturier,FRA
5,7/18/1905,192,Toulon,Nîmes,Plain stage,Louis Trousselier,FRA
6,7/20/1905,307,Nîmes,Toulouse,Plain stage,Jean-Baptiste Dortignacq,FRA
7,7/22/1905,268,Toulouse,Bordeaux,Plain stage,Louis Trousselier,FRA
8,7/24/1905,257,Bordeaux,La Rochelle,Plain stage,Hippolyte Aucouturier,FRA
9,7/26/1905,263,La Rochelle,Rennes,Plain stage,Louis Trousselier,FRA
10,7/28/1905,167,Rennes,Caen,Plain stage,Jean-Baptiste Dortignacq,FRA
11,7/29/1905,253,Caen,Paris,Plain stage,Jean-Baptiste Dortignacq,FRA
1,7/2/1904,467,Montgeron,Lyon,Plain stage,Maurice Garin,FRA
2,7/9/1904,374,Lyon,Marseille,Stage with mountain(s),Hippolyte Aucouturier,FRA
3,7/13/1904,424,Marseille,Toulouse,Plain stage,Hippolyte Aucouturier,FRA
4,7/17/1904,268,Toulouse,Bordeaux,Plain stage,Lucien Pothier,FRA
5,7/20/1904,425,Bordeaux,Nantes,Plain stage,Hippolyte Aucouturier,FRA
6,7/23/1904,471,Nantes,Paris,Plain stage,Hippolyte Aucouturier,FRA
1,7/1/1903,467,Paris,Lyon,Plain stage,Maurice Garin,FRA
2,7/5/1903,374,Lyon,Marseille,Stage with mountain(s),Hippolyte Aucouturier,FRA
3,7/8/1903,423,Marseille,Toulouse,Plain stage,Hippolyte Aucouturier,FRA
4,7/12/1903,268,Toulouse,Bordeaux,Plain stage,Charles Laeser,SUI
5,7/13/1903,425,Bordeaux,Nantes,Plain stage,Maurice Garin,FRA
6,7/18/1903,471,Nantes,Paris,Plain stage,Maurice Garin,FRA
