Date,Race,Rank,Rider,CQ
2/09/2018,"Vuelta a España, Stage 9 : Talavera de la Reina - La Covatilla",116.,FRÖHLINGER Johannes,0
1/09/2018,"Vuelta a España, Stage 8 : Linares - Almaden",99.,FRÖHLINGER Johannes,0
31/08/2018,"Vuelta a España, Stage 7 : Puerto Lumbreras - Pozo Alcon",87.,FRÖHLINGER Johannes,0
30/08/2018,"Vuelta a España, Stage 6 : Huercal-Overa - San Javier/Mar Menor",168.,FRÖHLINGER Johannes,0
29/08/2018,"Vuelta a España, Stage 5 : Granada - Roquetas de Mar",49.,FRÖHLINGER Johannes,0
28/08/2018,"Vuelta a España, Stage 4 : Velez Malaga - Sierra de la Alfaguara",102.,FRÖHLINGER Johannes,0
27/08/2018,"Vuelta a España, Stage 3 : Mijas - Alhaurin de la Torre",133.,FRÖHLINGER Johannes,0
26/08/2018,"Vuelta a España, Stage 2 : Marbella - Caminito del Rey",134.,FRÖHLINGER Johannes,0
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",135.,FRÖHLINGER Johannes,0
19/08/2018,EuroEyes Cyclassics Hamburg,114.,FRÖHLINGER Johannes,5
10/08/2018,Tour de Pologne,94.,FRÖHLINGER Johannes,5
10/08/2018,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",93.,FRÖHLINGER Johannes,0
9/08/2018,"Tour de Pologne, Stage 6 : Zakopane - Bukowina Tatrzanska",72.,FRÖHLINGER Johannes,0
8/08/2018,"Tour de Pologne, Stage 5 : Kopalina Soli - Bielsko-Biala",84.,FRÖHLINGER Johannes,0
7/08/2018,"Tour de Pologne, Stage 4 : Jaworzno - Szczyrk",137.,FRÖHLINGER Johannes,0
6/08/2018,"Tour de Pologne, Stage 3 : Chorzow - Zabrze",42.,FRÖHLINGER Johannes,0
5/08/2018,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",26.,FRÖHLINGER Johannes,0
4/08/2018,"Tour de Pologne, Stage 1 : Krakow - Krakow",37.,FRÖHLINGER Johannes,0
1/07/2018,National Championships Germany (Einhausen) R.R.,116.,FRÖHLINGER Johannes,0
7/06/2018,"Critérium du Dauphiné, Stage 4 : Chazey-sur-Ain - Lans-en-Vercors",DNS,FRÖHLINGER Johannes,0
6/06/2018,"Critérium du Dauphiné, Stage 3 : Pont-de-Vaux - Louhans-Châteaurenaud T.T.T.",22.,FRÖHLINGER Johannes,0
5/06/2018,"Critérium du Dauphiné, Stage 2 : Montbrison - Belleville en Beaujolais",135.,FRÖHLINGER Johannes,0
4/06/2018,"Critérium du Dauphiné, Stage 1 : Valence - Saint-Just-Saint-Rambert",123.,FRÖHLINGER Johannes,0
3/06/2018,"Critérium du Dauphiné, Prologue : Valence I.T.T.",129.,FRÖHLINGER Johannes,0
19/05/2018,Tour of California,94.,FRÖHLINGER Johannes,5
19/05/2018,"Tour of California, Stage 7 : Sacramento - Sacramento",100.,FRÖHLINGER Johannes,0
18/05/2018,"Tour of California, Stage 6 : Folsom - South Lake Tahoe",71.,FRÖHLINGER Johannes,0
17/05/2018,"Tour of California, Stage 5 : Stockton - Elk Grove",107.,FRÖHLINGER Johannes,0
16/05/2018,"Tour of California, Stage 4 : Morgan Hill - Morgan Hill I.T.T.",114.,FRÖHLINGER Johannes,0
15/05/2018,"Tour of California, Stage 3 : King City - Laguna Seca",76.,FRÖHLINGER Johannes,0
14/05/2018,"Tour of California, Stage 2 : Ventura - Santa Barbara (Gibraltar Road)",84.,FRÖHLINGER Johannes,0
13/05/2018,"Tour of California, Stage 1 : Long Beach - Long Beach",34.,FRÖHLINGER Johannes,0
6/05/2018,Tour de Yorkshire,48.,FRÖHLINGER Johannes,0
1/05/2018,Rund um den Finanzplatz Eschborn - Frankfurt,DNF,FRÖHLINGER Johannes,0
22/04/2018,Liège - Bastogne - Liège,DNF,FRÖHLINGER Johannes,0
18/04/2018,Flèche Wallonne,DNF,FRÖHLINGER Johannes,0
15/04/2018,Amstel Gold Race,DNF,FRÖHLINGER Johannes,0
7/04/2018,Itzulia Basque Country,75.,FRÖHLINGER Johannes,5
7/04/2018,"Itzulia Basque Country, Stage 6 : Eibar - Arrate",69.,FRÖHLINGER Johannes,0
6/04/2018,"Itzulia Basque Country, Stage 5 : Vitoria - Gasteiz",69.,FRÖHLINGER Johannes,0
5/04/2018,"Itzulia Basque Country, Stage 4 : Lodosa - Lodosa I.T.T.",144.,FRÖHLINGER Johannes,0
4/04/2018,"Itzulia Basque Country, Stage 3 : Bermeo - Valdegovia",99.,FRÖHLINGER Johannes,0
3/04/2018,"Itzulia Basque Country, Stage 2 : Zarautz - Bermeo",92.,FRÖHLINGER Johannes,0
2/04/2018,"Itzulia Basque Country, Stage 1 : Zarautz - Zarautz",118.,FRÖHLINGER Johannes,0
25/03/2018,Volta a Catalunya,102.,FRÖHLINGER Johannes,5
25/03/2018,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",97.,FRÖHLINGER Johannes,0
24/03/2018,"Volta a Catalunya, Stage 6 : Pobla de Segur - Torrefarrera",19.,FRÖHLINGER Johannes,0
23/03/2018,"Volta a Catalunya, Stage 5 : Llivia - Vielha",122.,FRÖHLINGER Johannes,0
22/03/2018,"Volta a Catalunya, Stage 4 : Llanars - Alp/La Molina",119.,FRÖHLINGER Johannes,0
21/03/2018,"Volta a Catalunya, Stage 3 : Sant Cugat - Camprodon",145.,FRÖHLINGER Johannes,0
20/03/2018,"Volta a Catalunya, Stage 2 : Mataro - Valls",122.,FRÖHLINGER Johannes,0
19/03/2018,"Volta a Catalunya, Stage 1 : Calella - Calella",73.,FRÖHLINGER Johannes,0
14/03/2018,Nokere Koerse,88.,FRÖHLINGER Johannes,0
25/02/2018,Abu Dhabi Tour,94.,FRÖHLINGER Johannes,5
25/02/2018,"Abu Dhabi Tour, Stage 5 : Al Ain - Jebel Hafeet",86.,FRÖHLINGER Johannes,0
24/02/2018,"Abu Dhabi Tour, Stage 4 : Abu Dhabi I.T.T.",107.,FRÖHLINGER Johannes,0
23/02/2018,"Abu Dhabi Tour, Stage 3 : Abu Dhabi - Abu Dhabi",105.,FRÖHLINGER Johannes,0
22/02/2018,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",99.,FRÖHLINGER Johannes,0
21/02/2018,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",95.,FRÖHLINGER Johannes,0
18/02/2018,Tour of Oman,59.,FRÖHLINGER Johannes,0
21/10/2018,Tour of Guangxi,110.,GESCHKE Simon,5
21/10/2018,"Tour of Guangxi, Stage 6 : Guilin - Guilin",113.,GESCHKE Simon,0
20/10/2018,"Tour of Guangxi, Stage 5 : Liuzhou - Guilin",118.,GESCHKE Simon,0
19/10/2018,"Tour of Guangxi, Stage 4 : Nanning - Mashan Nongla",101.,GESCHKE Simon,0
18/10/2018,"Tour of Guangxi, Stage 3 : Nanning - Nanning",107.,GESCHKE Simon,0
17/10/2018,"Tour of Guangxi, Stage 2 : Beihai - Qinzhou",101.,GESCHKE Simon,0
16/10/2018,"Tour of Guangxi, Stage 1 : Beihai - Beihai",73.,GESCHKE Simon,0
14/10/2018,Hammer Series Hong Kong,4.,GESCHKE Simon,14
14/10/2018,"Hammer Series Hong Kong, Stage 1 : Hong Kong, Hammer sprint",5.,GESCHKE Simon,0
30/09/2018,World Championships (Innsbruck) R.R.,24.,GESCHKE Simon,16
13/09/2018,"Vuelta a España, Stage 18 : Ejea de los Caballeros - Lleida",DNS,GESCHKE Simon,0
12/09/2018,"Vuelta a España, Stage 17 : Getxo - Balcon de Bizkaia",92.,GESCHKE Simon,0
11/09/2018,"Vuelta a España, Stage 16 : Santillana del Mar - Torrelavega I.T.T.",9.,GESCHKE Simon,2
9/09/2018,"Vuelta a España, Stage 15 : Ribera de Arriba - Lagos de Covadonga",47.,GESCHKE Simon,0
8/09/2018,"Vuelta a España, Stage 14 : Cistierna - Nava/Alto Les Praeres",94.,GESCHKE Simon,0
7/09/2018,"Vuelta a España, Stage 13 : Candas Carreño - Alto de La Camperona",67.,GESCHKE Simon,0
6/09/2018,"Vuelta a España, Stage 12 : Mondoñedo - Faro de Estaca de Bares",55.,GESCHKE Simon,0
5/09/2018,"Vuelta a España, Stage 11 : Mombuey - Luinta",38.,GESCHKE Simon,0
4/09/2018,"Vuelta a España, Stage 10 : Salamanca - Bermillo de Sayago",93.,GESCHKE Simon,0
2/09/2018,"Vuelta a España, Stage 9 : Talavera de la Reina - La Covatilla",70.,GESCHKE Simon,0
1/09/2018,"Vuelta a España, Stage 8 : Linares - Almaden",72.,GESCHKE Simon,0
31/08/2018,"Vuelta a España, Stage 7 : Puerto Lumbreras - Pozo Alcon",65.,GESCHKE Simon,0
30/08/2018,"Vuelta a España, Stage 6 : Huercal-Overa - San Javier/Mar Menor",129.,GESCHKE Simon,0
29/08/2018,"Vuelta a España, Stage 5 : Granada - Roquetas de Mar",109.,GESCHKE Simon,0
28/08/2018,"Vuelta a España, Stage 4 : Velez Malaga - Sierra de la Alfaguara",97.,GESCHKE Simon,0
27/08/2018,"Vuelta a España, Stage 3 : Mijas - Alhaurin de la Torre",34.,GESCHKE Simon,0
26/08/2018,"Vuelta a España, Stage 2 : Marbella - Caminito del Rey",37.,GESCHKE Simon,0
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",8.,GESCHKE Simon,3
4/08/2018,Clasica San Sebastian,DNF,GESCHKE Simon,0
29/07/2018,Tour de France,25.,GESCHKE Simon,59
29/07/2018,"Tour de France, Stage 21 : Houilles - Paris/Champs-Élysées",102.,GESCHKE Simon,0
28/07/2018,"Tour de France, Stage 20 : Saint-Pée-sur-Nivelle - Espelette I.T.T.",18.,GESCHKE Simon,0
27/07/2018,"Tour de France, Stage 19 : Lourdes - Laruns",22.,GESCHKE Simon,0
26/07/2018,"Tour de France, Stage 18 : Trie-sur-Baïse - Pau",71.,GESCHKE Simon,0
25/07/2018,"Tour de France, Stage 17 : Bagnères-de-Luchon - Saint-Lary-Soulan/Col du Portet",34.,GESCHKE Simon,0
24/07/2018,"Tour de France, Stage 16 : Carcassonne - Bagnères-de-Luchon",38.,GESCHKE Simon,0
22/07/2018,"Tour de France, Stage 15 : Millau - Carcassonne",35.,GESCHKE Simon,0
21/07/2018,"Tour de France, Stage 14 : Saint-Paul-Trois-Châteaux - Mende (Croix Neuve)",6.,GESCHKE Simon,10
20/07/2018,"Tour de France, Stage 13 : Bourg d'Oisans - Valence",87.,GESCHKE Simon,0
19/07/2018,"Tour de France, Stage 12 : Bourg-Saint-Maurice - Alpe d'Huez",22.,GESCHKE Simon,0
18/07/2018,"Tour de France, Stage 11 : Albertville - La Rosière",50.,GESCHKE Simon,0
17/07/2018,"Tour de France, Stage 10 : Annecy - Le Grand-Bornand",55.,GESCHKE Simon,0
15/07/2018,"Tour de France, Stage 9 : Arras - Roubaix",56.,GESCHKE Simon,0
14/07/2018,"Tour de France, Stage 8 : Dreux - Amiens",111.,GESCHKE Simon,0
13/07/2018,"Tour de France, Stage 7 : Fougères - Chartres",128.,GESCHKE Simon,0
12/07/2018,"Tour de France, Stage 6 : Brest - Guerlédan/Mûr-de-Bretagne",90.,GESCHKE Simon,0
11/07/2018,"Tour de France, Stage 5 : Lorient - Quimper",53.,GESCHKE Simon,0
10/07/2018,"Tour de France, Stage 4 : La Baule - Sarzeau",75.,GESCHKE Simon,0
9/07/2018,"Tour de France, Stage 3 : Cholet - Cholet T.T.T.",5.,GESCHKE Simon,3
8/07/2018,"Tour de France, Stage 2 : Mouilleron-Saint-Germain - La Roche-sur-Yon",98.,GESCHKE Simon,0
7/07/2018,"Tour de France, Stage 1 : Noirmoutier-en-l'Ile - Fontenay-le-Comte",120.,GESCHKE Simon,0
1/07/2018,National Championships Germany (Einhausen) R.R.,115.,GESCHKE Simon,0
17/06/2018,Tour de Suisse,40.,GESCHKE Simon,5
17/06/2018,"Tour de Suisse, Stage 9 : Bellinzona - Bellinzona I.T.T.",12.,GESCHKE Simon,0
16/06/2018,"Tour de Suisse, Stage 8 : Bellinzona - Bellinzona",80.,GESCHKE Simon,0
15/06/2018,"Tour de Suisse, Stage 7 : Eschenbach - Arosa",42.,GESCHKE Simon,0
14/06/2018,"Tour de Suisse, Stage 6 : Fiesch - Gommiswald",42.,GESCHKE Simon,0
13/06/2018,"Tour de Suisse, Stage 5 : Gstaad - Leukerbad",41.,GESCHKE Simon,0
12/06/2018,"Tour de Suisse, Stage 4 : Gansingen - Gstaad",94.,GESCHKE Simon,0
11/06/2018,"Tour de Suisse, Stage 3 : Oberstammheim - Gansingen",49.,GESCHKE Simon,0
10/06/2018,"Tour de Suisse, Stage 2 : Frauenfeld - Frauenfeld",62.,GESCHKE Simon,0
9/06/2018,"Tour de Suisse, Stage 1 : Frauenfeld T.T.T.",-,GESCHKE Simon,0
27/05/2018,Hammer Series Stavanger,2.,GESCHKE Simon,20
27/05/2018,"Hammer Series Stavanger, Stage 3 : Stavanger, Hammer chase T.T.T.",4.,GESCHKE Simon,0
26/05/2018,"Hammer Series Stavanger, Stage 2 : Stavanger, Hammer sprint",2.,GESCHKE Simon,2
25/05/2018,"Hammer Series Stavanger, Stage 1 : Sandness, Hammer climb",2.,GESCHKE Simon,2
24/05/2018,Tour des Fjords,30.,GESCHKE Simon,5
1/05/2018,Rund um den Finanzplatz Eschborn - Frankfurt,DNF,GESCHKE Simon,0
29/04/2018,Tour de Romandie,76.,GESCHKE Simon,5
29/04/2018,"Tour de Romandie, Stage 5 : Mont-sur-Rolle - Genève",103.,GESCHKE Simon,0
28/04/2018,"Tour de Romandie, Stage 4 : Sion - Sion",75.,GESCHKE Simon,0
27/04/2018,"Tour de Romandie, Stage 3 : Ollon - Villars I.T.T.",107.,GESCHKE Simon,0
26/04/2018,"Tour de Romandie, Stage 2 : Delémont - Yverdon-les-Bains",89.,GESCHKE Simon,0
25/04/2018,"Tour de Romandie, Stage 1 : Fribourg - Delémont",78.,GESCHKE Simon,0
24/04/2018,"Tour de Romandie, Prologue : Fribourg I.T.T.",44.,GESCHKE Simon,0
22/04/2018,Liège - Bastogne - Liège,68.,GESCHKE Simon,5
18/04/2018,Flèche Wallonne,68.,GESCHKE Simon,5
15/04/2018,Amstel Gold Race,87.,GESCHKE Simon,5
9/03/2018,"Tirreno - Adriatico, Stage 3 : Follonica - Trevi",DNF,GESCHKE Simon,0
8/03/2018,"Tirreno - Adriatico, Stage 2 : Camaiore - Follonica",88.,GESCHKE Simon,0
7/03/2018,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",5.,GESCHKE Simon,1
3/03/2018,Strade Bianche,DNF,GESCHKE Simon,0
18/02/2018,Volta ao Algarve,31.,GESCHKE Simon,5
18/02/2018,"Volta ao Algarve, Stage 5 : Faro - Alto do Malhao",7.,GESCHKE Simon,0
16/02/2018,"Volta ao Algarve, Stage 3 : Lagoa - Lagoa I.T.T.",12.,GESCHKE Simon,0
21/10/2018,Tour of Guangxi,99.,HAGA Chad,5
21/10/2018,"Tour of Guangxi, Stage 6 : Guilin - Guilin",115.,HAGA Chad,0
20/10/2018,"Tour of Guangxi, Stage 5 : Liuzhou - Guilin",78.,HAGA Chad,0
19/10/2018,"Tour of Guangxi, Stage 4 : Nanning - Mashan Nongla",94.,HAGA Chad,0
18/10/2018,"Tour of Guangxi, Stage 3 : Nanning - Nanning",121.,HAGA Chad,0
17/10/2018,"Tour of Guangxi, Stage 2 : Beihai - Qinzhou",113.,HAGA Chad,0
16/10/2018,"Tour of Guangxi, Stage 1 : Beihai - Beihai",107.,HAGA Chad,0
14/10/2018,Hammer Series Hong Kong,4.,HAGA Chad,14
14/10/2018,"Hammer Series Hong Kong, Stage 2 : Hong Kong, Hammer chase T.T.T.",1.,HAGA Chad,5
23/09/2018,World Championships (Innsbruck) T.T.T.,2.,HAGA Chad,37
9/09/2018,GP de Montréal,DNF,HAGA Chad,0
7/09/2018,GP de Québec,117.,HAGA Chad,5
4/08/2018,Clasica San Sebastian,DNF,HAGA Chad,0
29/07/2018,Tour de France,72.,HAGA Chad,20
29/07/2018,"Tour de France, Stage 21 : Houilles - Paris/Champs-Élysées",42.,HAGA Chad,0
28/07/2018,"Tour de France, Stage 20 : Saint-Pée-sur-Nivelle - Espelette I.T.T.",23.,HAGA Chad,0
27/07/2018,"Tour de France, Stage 19 : Lourdes - Laruns",82.,HAGA Chad,0
26/07/2018,"Tour de France, Stage 18 : Trie-sur-Baïse - Pau",98.,HAGA Chad,0
25/07/2018,"Tour de France, Stage 17 : Bagnères-de-Luchon - Saint-Lary-Soulan/Col du Portet",69.,HAGA Chad,0
24/07/2018,"Tour de France, Stage 16 : Carcassonne - Bagnères-de-Luchon",78.,HAGA Chad,0
22/07/2018,"Tour de France, Stage 15 : Millau - Carcassonne",84.,HAGA Chad,0
21/07/2018,"Tour de France, Stage 14 : Saint-Paul-Trois-Châteaux - Mende (Croix Neuve)",94.,HAGA Chad,0
20/07/2018,"Tour de France, Stage 13 : Bourg d'Oisans - Valence",113.,HAGA Chad,0
19/07/2018,"Tour de France, Stage 12 : Bourg-Saint-Maurice - Alpe d'Huez",84.,HAGA Chad,0
18/07/2018,"Tour de France, Stage 11 : Albertville - La Rosière",88.,HAGA Chad,0
17/07/2018,"Tour de France, Stage 10 : Annecy - Le Grand-Bornand",65.,HAGA Chad,0
15/07/2018,"Tour de France, Stage 9 : Arras - Roubaix",63.,HAGA Chad,0
14/07/2018,"Tour de France, Stage 8 : Dreux - Amiens",127.,HAGA Chad,0
13/07/2018,"Tour de France, Stage 7 : Fougères - Chartres",168.,HAGA Chad,0
12/07/2018,"Tour de France, Stage 6 : Brest - Guerlédan/Mûr-de-Bretagne",85.,HAGA Chad,0
11/07/2018,"Tour de France, Stage 5 : Lorient - Quimper",114.,HAGA Chad,0
10/07/2018,"Tour de France, Stage 4 : La Baule - Sarzeau",48.,HAGA Chad,0
9/07/2018,"Tour de France, Stage 3 : Cholet - Cholet T.T.T.",5.,HAGA Chad,3
8/07/2018,"Tour de France, Stage 2 : Mouilleron-Saint-Germain - La Roche-sur-Yon",106.,HAGA Chad,0
7/07/2018,"Tour de France, Stage 1 : Noirmoutier-en-l'Ile - Fontenay-le-Comte",126.,HAGA Chad,0
24/06/2018,National Championships United States (Knoxville) R.R.,12.,HAGA Chad,4
21/06/2018,National Championships United States (Knoxville) I.T.T.,2.,HAGA Chad,18
27/05/2018,Giro d'Italia,71.,HAGA Chad,15
27/05/2018,"Giro d'Italia, Stage 21 : Roma - Roma",100.,HAGA Chad,0
26/05/2018,"Giro d'Italia, Stage 20 : Susa - Cervinia",94.,HAGA Chad,0
25/05/2018,"Giro d'Italia, Stage 19 : Venaria Reale - Bardonecchia/Jafferau",108.,HAGA Chad,0
24/05/2018,"Giro d'Italia, Stage 18 : Abbiategrasso - Prato Nevoso",94.,HAGA Chad,0
23/05/2018,"Giro d'Italia, Stage 17 : Riva del Garda - Iseo",49.,HAGA Chad,0
22/05/2018,"Giro d'Italia, Stage 16 : Trento - Rovereto I.T.T.",7.,HAGA Chad,5
20/05/2018,"Giro d'Italia, Stage 15 : Tolmezzo - Sappada",61.,HAGA Chad,0
19/05/2018,"Giro d'Italia, Stage 14 : San Vito al Tagliamento - Monte Zoncolan",80.,HAGA Chad,0
18/05/2018,"Giro d'Italia, Stage 13 : Ferrara - Nervesa della Battaglia",100.,HAGA Chad,0
17/05/2018,"Giro d'Italia, Stage 12 : Osimo - Imola",74.,HAGA Chad,0
16/05/2018,"Giro d'Italia, Stage 11 : Assisi - Osimo",116.,HAGA Chad,0
15/05/2018,"Giro d'Italia, Stage 10 : Penne - Gualdo Tadino",87.,HAGA Chad,0
13/05/2018,"Giro d'Italia, Stage 9 : Pesco Sannita - Gran Sasso d'Italia",48.,HAGA Chad,0
12/05/2018,"Giro d'Italia, Stage 8 : Praia a Mare - Montevergine di Mercogliano",83.,HAGA Chad,0
11/05/2018,"Giro d'Italia, Stage 7 : Pizzo - Praia a Mare",127.,HAGA Chad,0
10/05/2018,"Giro d'Italia, Stage 6 : Caltanissetta - Etna",53.,HAGA Chad,0
9/05/2018,"Giro d'Italia, Stage 5 : Agrigento - Santa Ninfa (Valle del Belice)",69.,HAGA Chad,0
8/05/2018,"Giro d'Italia, Stage 4 : Catania - Caltagirone",99.,HAGA Chad,0
6/05/2018,"Giro d'Italia, Stage 3 : Be'er Sheva (ISR) - Eilat (ISR)",150.,HAGA Chad,0
5/05/2018,"Giro d'Italia, Stage 2 : Tel Aviv (ISR) - Haifa (ISR)",146.,HAGA Chad,0
4/05/2018,"Giro d'Italia, Stage 1 : Jerusalem (ISR) I.T.T.",38.,HAGA Chad,0
22/04/2018,Liège - Bastogne - Liège,104.,HAGA Chad,5
18/04/2018,Flèche Wallonne,94.,HAGA Chad,5
7/04/2018,"Itzulia Basque Country, Stage 6 : Eibar - Arrate",DNF,HAGA Chad,0
6/04/2018,"Itzulia Basque Country, Stage 5 : Vitoria - Gasteiz",72.,HAGA Chad,0
5/04/2018,"Itzulia Basque Country, Stage 4 : Lodosa - Lodosa I.T.T.",22.,HAGA Chad,0
4/04/2018,"Itzulia Basque Country, Stage 3 : Bermeo - Valdegovia",133.,HAGA Chad,0
3/04/2018,"Itzulia Basque Country, Stage 2 : Zarautz - Bermeo",107.,HAGA Chad,0
2/04/2018,"Itzulia Basque Country, Stage 1 : Zarautz - Zarautz",114.,HAGA Chad,0
13/03/2018,Tirreno - Adriatico,124.,HAGA Chad,5
13/03/2018,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",29.,HAGA Chad,0
12/03/2018,"Tirreno - Adriatico, Stage 6 : Numana - Fano",136.,HAGA Chad,0
11/03/2018,"Tirreno - Adriatico, Stage 5 : Castelraimondo - Filottrano",131.,HAGA Chad,0
10/03/2018,"Tirreno - Adriatico, Stage 4 : Foligno - Sarnano/Sassotetto",110.,HAGA Chad,0
9/03/2018,"Tirreno - Adriatico, Stage 3 : Follonica - Trevi",98.,HAGA Chad,0
8/03/2018,"Tirreno - Adriatico, Stage 2 : Camaiore - Follonica",124.,HAGA Chad,0
7/03/2018,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",5.,HAGA Chad,1
18/02/2018,Volta ao Algarve,111.,HAGA Chad,0
16/02/2018,"Volta ao Algarve, Stage 3 : Lagoa - Lagoa I.T.T.",11.,HAGA Chad,0
28/01/2018,Cadel Evans Great Ocean Road Race,DNF,HAGA Chad,0
21/01/2018,Tour Down Under,94.,HAGA Chad,5
21/01/2018,"Tour Down Under, Stage 6 : Adelaide - Adelaide",93.,HAGA Chad,0
20/01/2018,"Tour Down Under, Stage 5 : McLaren Vale - Williunga Hill",89.,HAGA Chad,0
19/01/2018,"Tour Down Under, Stage 4 : Norwood - Uraidla",94.,HAGA Chad,0
18/01/2018,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",118.,HAGA Chad,0
17/01/2018,"Tour Down Under, Stage 2 : Unley - Stirling",88.,HAGA Chad,0
16/01/2018,"Tour Down Under, Stage 1 : Port Adelaide - Lyndoch",122.,HAGA Chad,0
13/10/2018,Il Lombardia,68.,HAMILTON Chris,5
10/10/2018,Milano - Torino,28.,HAMILTON Chris,5
30/09/2018,World Championships (Innsbruck) R.R.,DNF,HAMILTON Chris,0
9/09/2018,Tour of Britain,9.,HAMILTON Chris,50
7/09/2018,"Tour of Britain, Stage 6 : Barrow-in-Furness - Whinlatter Pass",12.,HAMILTON Chris,0
6/09/2018,"Tour of Britain, Stage 5 : Cockermouth - Whinlatter Pass T.T.T.",8.,HAMILTON Chris,0
4/09/2018,"Tour of Britain, Stage 3 : Bristol - Bristol",20.,HAMILTON Chris,0
3/09/2018,"Tour of Britain, Stage 2 : Cranbrook - Barnstaple",8.,HAMILTON Chris,0
19/08/2018,BinckBank Tour,76.,HAMILTON Chris,5
19/08/2018,"BinckBank Tour, Stage 7 : Lacs de l'Eau d'Heure - Geraardsbergen",80.,HAMILTON Chris,0
18/08/2018,"BinckBank Tour, Stage 6 : Riemst (BEL) - Sittard",67.,HAMILTON Chris,0
17/08/2018,"BinckBank Tour, Stage 5 : Sint-Pieters-Leeuw - Lanaken",137.,HAMILTON Chris,0
16/08/2018,"BinckBank Tour, Stage 4 : Blankenberge - Ardooie",152.,HAMILTON Chris,0
15/08/2018,"BinckBank Tour, Stage 3 : Aalter - Antwerpen",127.,HAMILTON Chris,0
14/08/2018,"BinckBank Tour, Stage 2 : Venray - Venray I.T.T.",56.,HAMILTON Chris,0
13/08/2018,"BinckBank Tour, Stage 1 : Heerenveen - Bolsward",130.,HAMILTON Chris,0
4/08/2018,Clasica San Sebastian,76.,HAMILTON Chris,5
17/06/2018,Tour de Slovénie,12.,HAMILTON Chris,18
17/06/2018,"Tour de Slovénie, Stage 5 : Trebnje - Novo Mesto I.T.T.",13.,HAMILTON Chris,0
16/06/2018,"Tour de Slovénie, Stage 4 : Ljubljana - Kamnik",8.,HAMILTON Chris,0
4/06/2018,"Critérium du Dauphiné, Stage 1 : Valence - Saint-Just-Saint-Rambert",DNS,HAMILTON Chris,0
3/06/2018,"Critérium du Dauphiné, Prologue : Valence I.T.T.",91.,HAMILTON Chris,0
27/05/2018,Giro d'Italia,103.,HAMILTON Chris,15
27/05/2018,"Giro d'Italia, Stage 21 : Roma - Roma",98.,HAMILTON Chris,0
26/05/2018,"Giro d'Italia, Stage 20 : Susa - Cervinia",58.,HAMILTON Chris,0
25/05/2018,"Giro d'Italia, Stage 19 : Venaria Reale - Bardonecchia/Jafferau",86.,HAMILTON Chris,0
24/05/2018,"Giro d'Italia, Stage 18 : Abbiategrasso - Prato Nevoso",91.,HAMILTON Chris,0
23/05/2018,"Giro d'Italia, Stage 17 : Riva del Garda - Iseo",52.,HAMILTON Chris,0
22/05/2018,"Giro d'Italia, Stage 16 : Trento - Rovereto I.T.T.",151.,HAMILTON Chris,0
20/05/2018,"Giro d'Italia, Stage 15 : Tolmezzo - Sappada",57.,HAMILTON Chris,0
19/05/2018,"Giro d'Italia, Stage 14 : San Vito al Tagliamento - Monte Zoncolan",83.,HAMILTON Chris,0
18/05/2018,"Giro d'Italia, Stage 13 : Ferrara - Nervesa della Battaglia",88.,HAMILTON Chris,0
17/05/2018,"Giro d'Italia, Stage 12 : Osimo - Imola",71.,HAMILTON Chris,0
16/05/2018,"Giro d'Italia, Stage 11 : Assisi - Osimo",137.,HAMILTON Chris,0
15/05/2018,"Giro d'Italia, Stage 10 : Penne - Gualdo Tadino",102.,HAMILTON Chris,0
13/05/2018,"Giro d'Italia, Stage 9 : Pesco Sannita - Gran Sasso d'Italia",100.,HAMILTON Chris,0
12/05/2018,"Giro d'Italia, Stage 8 : Praia a Mare - Montevergine di Mercogliano",82.,HAMILTON Chris,0
11/05/2018,"Giro d'Italia, Stage 7 : Pizzo - Praia a Mare",141.,HAMILTON Chris,0
10/05/2018,"Giro d'Italia, Stage 6 : Caltanissetta - Etna",148.,HAMILTON Chris,0
9/05/2018,"Giro d'Italia, Stage 5 : Agrigento - Santa Ninfa (Valle del Belice)",164.,HAMILTON Chris,0
8/05/2018,"Giro d'Italia, Stage 4 : Catania - Caltagirone",163.,HAMILTON Chris,0
6/05/2018,"Giro d'Italia, Stage 3 : Be'er Sheva (ISR) - Eilat (ISR)",151.,HAMILTON Chris,0
5/05/2018,"Giro d'Italia, Stage 2 : Tel Aviv (ISR) - Haifa (ISR)",161.,HAMILTON Chris,0
4/05/2018,"Giro d'Italia, Stage 1 : Jerusalem (ISR) I.T.T.",46.,HAMILTON Chris,0
28/04/2018,"Tour de Romandie, Stage 4 : Sion - Sion",DNS,HAMILTON Chris,0
